sex,padreSector,fechaNacimiento,edadDejaEstudio,muere,naceFueraMatri,madreEdad
male,Agricultura,1875-04-16,15,0,no,33.958
female,Agricultura,1856-12-04,1.821,1,no,30.609
female,NoFijo,1853-11-18,15,0,no,24.665
male,Agricultura,1853-03-07,6.237,1,no,42.894
female,Agricultura,1882-12-11,15,0,no,20.613
female,Agricultura,1879-06-05,15,0,no,24.216
male,Agricultura,1864-06-05,15,0,no,42.93
male,SectorPublico,1875-01-14,15,0,no,34.004
male,Agricultura,1865-03-25,0.868,1,no,41.952
male,NoFijo,1854-08-28,2.834,1,no,27.504
male,Agricultura,1859-10-09,15,0,no,24.036
male,Agricultura,1875-03-14,15,0,no,34.552
female,NoFijo,1858-02-08,15,0,no,38.289
male,Agricultura,1874-02-15,15,0,no,43.014
female,NoFijo,1881-05-26,15,0,no,25.851
male,Agricultura,1863-04-18,15,0,no,29.604
male,Agricultura,1875-05-11,15,0,no,26.398
male,Agricultura,1859-12-30,5.06,1,no,40.498
male,Agricultura,1853-02-25,15,0,no,36.947
female,Agricultura,1862-11-28,15,0,no,27.713
male,Agricultura,1867-09-29,15,0,no,26.779
male,NoFijo,1883-08-30,15,0,no,23.518
male,Agricultura,1880-02-15,15,0,no,35.688
male,Agricultura,1883-09-15,15,0,no,28.025
male,Agricultura,1856-08-16,0.066,1,yes,30.042
female,NoFijo,1853-11-17,15,0,no,32.225
female,NoFijo,1865-03-28,3.696,1,no,21.719
male,Agricultura,1864-11-27,15,0,no,37.366
female,Agricultura,1859-01-22,15,0,no,32.537
male,Agricultura,1870-06-02,15,0,no,31.379
female,NoFijo,1851-12-29,15,0,no,19.578
female,Agricultura,1884-08-08,15,0,no,25.823
female,Agricultura,1859-08-03,15,0,no,27.795
male,NoFijo,1865-03-31,15,0,no,35.488
male,Agricultura,1852-12-29,15,0,no,34.749
male,Agricultura,1867-01-10,15,0,no,36.942
male,Agricultura,1879-10-16,15,0,no,30.965
male,Agricultura,1855-07-02,5.29,0,no,22.902
female,Agricultura,1878-12-24,15,0,no,43.639
female,Agricultura,1882-05-03,15,0,no,31.406
female,Agricultura,1874-06-01,1.7,1,no,28.983
female,Agricultura,1884-09-26,15,0,no,26.806
male,Agricultura,1863-05-03,15,0,no,35.034
female,Agricultura,1858-10-02,4.145,1,no,30.919
male,NoFijo,1881-11-03,4.266,1,no,20.654
male,Agricultura,1883-06-09,15,0,no,41.369
male,Agricultura,1878-04-08,15,0,no,26.511
male,NoFijo,1879-07-15,15,0,no,31.751
female,Agricultura,1861-11-21,15,0,no,36.09
male,NoFijo,1874-11-22,11.682,1,no,29.525
male,Agricultura,1880-03-15,15,0,no,35.88
female,Agricultura,1856-09-24,15,0,no,24.643
female,Agricultura,1865-08-27,8.197,1,no,39.439
male,Agricultura,1860-11-15,15,0,no,23.559
male,NoFijo,1884-07-18,15,0,no,41.569
female,NoFijo,1862-11-12,15,0,no,38.754
male,NoFijo,1859-09-03,15,0,no,24.958
female,NoFijo,1881-08-21,15,0,yes,34.094
male,NoFijo,1852-02-22,15,0,no,30.91
female,Agricultura,1865-03-24,15,0,no,23.165
male,Agricultura,1884-07-13,15,0,no,26.661
male,NoFijo,1864-05-17,2.168,1,no,32.367
female,Agricultura,1883-11-30,15,0,no,40.493
male,SectorPrivado,1873-03-04,15,0,no,24.348
female,Agricultura,1858-04-19,15,0,no,36.627
male,Agricultura,1865-05-06,15,0,no,38.376
female,NoFijo,1880-11-23,15,0,no,28.093
male,Agricultura,1851-10-08,15,0,no,46.015
male,NoFijo,1876-09-08,15,0,no,37.596
male,Agricultura,1860-05-14,15,0,no,33.552
male,Agricultura,1867-10-20,15,0,no,23.644
female,Agricultura,1868-10-04,0.233,1,no,24.89
male,NoFijo,1873-04-05,0.123,1,no,40.123
male,Agricultura,1854-04-17,0.353,1,yes,33.708
female,Agricultura,1882-06-19,0.838,1,no,37.826
male,Agricultura,1882-05-16,15,0,no,34.393
female,NoFijo,1855-06-17,15,0,no,39.121
male,NoFijo,1852-01-12,15,0,no,26.669
male,Agricultura,1864-06-05,15,0,no,22.39
female,Agricultura,1880-06-01,15,0,no,34.45
male,Agricultura,1878-10-13,15,0,no,25.144
male,Agricultura,1857-07-17,15,0,no,24.597
female,Agricultura,1883-04-15,15,0,no,34.951
male,Agricultura,1876-01-31,1.41,1,no,32.019
male,Agricultura,1857-06-14,15,0,no,33.005
male,Agricultura,1850-03-07,15,0,no,32.862
female,SectorPublico,1862-06-21,15,0,no,34.114
male,Agricultura,1877-01-14,15,0,no,33.314
female,Agricultura,1865-11-19,15,0,no,41.818
male,SectorPublico,1884-12-07,15,0,no,25.818
male,Agricultura,1856-02-24,15,0,no,27.058
female,Agricultura,1860-08-23,10.018,1,no,28.868
male,NoFijo,1863-05-15,15,0,no,39.893
female,Agricultura,1864-06-26,4.123,1,no,28.764
female,NoFijo,1875-12-03,15,0,no,32.153
female,Agricultura,1865-07-09,15,0,no,44.684
male,Agricultura,1861-07-28,12.164,0,no,32.616
female,NoFijo,1879-08-23,15,0,no,40.485
female,Agricultura,1855-01-12,15,0,no,30.585
male,NoFijo,1866-12-28,2.527,1,no,31.45
male,Agricultura,1875-11-16,0.096,1,no,38.847
male,Agricultura,1860-12-26,15,0,no,29.084
male,Agricultura,1867-01-28,15,0,no,31.841
female,Agricultura,1876-07-25,15,0,no,24.444
male,NoFijo,1872-04-07,1.656,1,no,35.097
female,Agricultura,1883-12-01,15,0,no,24.999
female,SectorPrivado,1881-11-15,3.162,1,no,25.248
female,Agricultura,1882-07-27,15,0,no,35.044
male,Agricultura,1853-02-03,15,0,no,42.212
female,Agricultura,1883-09-28,5.878,1,no,21.407
male,Agricultura,1874-10-14,15,0,no,27.452
male,Agricultura,1866-03-28,15,0,no,39.373
female,Agricultura,1870-12-09,0.008,1,no,33.596
female,Agricultura,1856-09-27,15,0,no,40.791
male,NoFijo,1859-06-18,15,0,no,43.244
female,Agricultura,1880-09-03,15,0,no,35.272
male,Agricultura,1868-11-13,15,0,no,40.027
male,Agricultura,1876-08-07,15,0,no,27.6
female,Agricultura,1884-09-06,15,0,no,25.35
female,Agricultura,1876-04-11,14.721,0,no,30.992
male,Agricultura,1855-02-28,3.51,1,no,35.543
female,Agricultura,1877-12-26,15,0,no,32.89
male,NoFijo,1879-12-30,15,0,no,26.815
male,Agricultura,1855-12-11,0.036,1,no,31.852
female,Agricultura,1884-01-29,15,0,no,32.528
male,NoFijo,1859-04-04,15,0,no,38.092
male,NoFijo,1873-09-20,15,0,no,37.295
male,Agricultura,1859-09-09,0.312,1,no,41.47
male,NoFijo,1856-05-19,15,0,no,30.995
male,Agricultura,1864-09-17,15,0,no,24.687
male,Agricultura,1863-01-29,15,0,no,21.484
female,NoFijo,1855-04-20,15,0,no,37.985
female,Agricultura,1874-11-22,15,0,no,36.687
male,NoFijo,1883-09-10,4.572,1,no,27.11
male,Agricultura,1855-12-06,15,0,no,27.439
male,NoFijo,1873-04-20,0.137,1,no,35.603
male,NoFijo,1864-07-27,1.443,1,no,29.262
female,NoFijo,1864-08-19,15,0,no,41.018
male,Agricultura,1867-03-11,15,0,no,32.671
female,Agricultura,1865-02-09,15,0,no,44.627
male,Agricultura,1875-09-15,15,0,no,40.279
male,NoFijo,1860-05-19,15,0,no,33.202
male,NoFijo,1873-01-05,15,0,no,33.01
female,NoFijo,1860-11-18,15,0,no,33.758
female,Agricultura,1874-03-09,15,0,no,37.582
male,Agricultura,1877-12-14,15,0,no,21.626
female,Agricultura,1854-11-22,0.474,1,no,42.229
female,SectorPublico,1867-05-27,15,0,yes,28.468
female,Agricultura,1856-07-22,0.413,1,no,35.058
female,NoFijo,1862-12-26,15,0,no,33.864
female,Agricultura,1852-05-31,0.408,1,no,27.502
male,Agricultura,1872-02-26,1.755,1,no,41.366
male,SectorPublico,1874-02-24,15,0,no,31.847
female,NoFijo,1860-06-12,0.022,1,no,42.174
female,Agricultura,1871-04-08,15,0,no,25.317
female,NoFijo,1870-10-24,15,0,no,25.224
female,SectorPublico,1878-04-02,15,0,no,30.921
female,NoFijo,1866-04-30,15,0,no,32.394
male,NoFijo,1871-04-15,15,0,yes,28.611
male,Agricultura,1861-09-27,15,0,no,35.734
male,Agricultura,1864-04-12,15,0,no,35.8
female,Agricultura,1873-12-08,0.652,1,no,38.543
male,Agricultura,1876-12-27,13.916,1,no,22.382
female,Agricultura,1882-10-11,15,0,no,41.183
male,Agricultura,1863-03-12,15,0,no,23.702
female,SectorPublico,1850-03-07,3.674,0,no,24.531
male,NoFijo,1861-07-29,15,0,yes,31.97
female,Agricultura,1883-05-29,15,0,no,31.414
male,Agricultura,1883-02-17,15,0,no,21.695
male,Agricultura,1871-12-08,0.726,1,no,24.419
male,Agricultura,1861-08-11,15,0,no,34.319
female,Agricultura,1850-03-25,15,0,no,31.869
male,Agricultura,1881-12-08,15,0,no,40.813
male,Agricultura,1877-02-26,15,0,no,40.969
female,NoFijo,1874-08-26,15,0,no,29.396
female,NoFijo,1877-06-07,15,0,no,32.066
male,Agricultura,1879-05-12,15,0,no,32.761
male,Agricultura,1861-05-03,15,0,no,29.3
male,Agricultura,1855-04-01,15,0,no,22.171
female,SectorPrivado,1859-08-26,15,0,no,27.617
female,Agricultura,1879-05-31,15,0,no,42.538
male,Agricultura,1861-09-17,1.785,1,no,29.227
male,Agricultura,1872-06-21,15,0,no,23.047
male,Agricultura,1870-05-04,0.038,1,yes,35.113
male,Agricultura,1864-12-23,15,0,no,38.396
female,Agricultura,1878-04-07,15,0,no,34.982
male,NoFijo,1857-02-25,15,0,no,34.982
male,Agricultura,1851-08-12,15,0,no,35.326
female,Agricultura,1875-02-18,15,0,no,33.834
female,Agricultura,1864-03-09,15,0,no,33.903
male,NoFijo,1866-09-09,15,0,yes,35.904
male,Agricultura,1862-09-25,15,0,no,36.715
male,NoFijo,1877-06-03,15,0,no,18.193
male,NoFijo,1862-03-28,15,0,no,40.038
male,SectorPrivado,1864-10-24,0.014,1,no,38.749
male,Agricultura,1875-07-01,0.197,1,no,33.854
female,Agricultura,1863-03-17,15,0,no,33.188
female,Agricultura,1878-02-10,15,0,no,28.37
male,NoFijo,1869-10-20,0.257,1,no,38.617
male,Agricultura,1854-03-01,0.433,1,no,21.566
male,Agricultura,1864-11-20,1.123,1,no,24.731
female,NoFijo,1874-04-05,15,0,no,27.107
female,Agricultura,1855-02-22,15,0,no,44.257
male,Agricultura,1883-10-05,15,0,no,30.53
female,NoFijo,1855-04-26,15,0,no,33.106
female,NoFijo,1860-02-02,15,0,no,32.304
male,Agricultura,1853-10-14,15,0,no,35.962
female,Agricultura,1861-05-31,15,0,no,22.82
female,NoFijo,1871-05-26,0.008,1,yes,20.386
male,Agricultura,1859-10-30,0.038,1,no,32.668
male,NoFijo,1859-07-29,8.964,1,no,43.789
male,NoFijo,1882-07-13,15,0,no,35.806
male,Agricultura,1853-07-28,15,0,no,43.94
female,SectorPublico,1860-07-02,15,0,no,39.305
female,Agricultura,1858-02-09,15,0,no,36.767
male,Agricultura,1864-02-10,15,0,no,34.209
male,NoFijo,1864-02-06,15,0,no,30.396
male,Agricultura,1860-12-27,15,0,no,25.676
male,Agricultura,1852-07-07,1.298,1,no,31.718
male,NoFijo,1875-08-31,15,0,no,32.947
female,Agricultura,1871-10-13,1.177,1,no,39.863
male,Agricultura,1868-12-20,0.016,1,no,31.578
female,NoFijo,1880-08-01,15,0,no,24.786
female,Agricultura,1881-05-24,15,0,no,36.742
female,NoFijo,1866-06-06,15,0,no,31.181
female,NoFijo,1861-02-19,15,0,no,34.168
female,NoFijo,1853-07-04,5.18,1,no,37.55
female,NoFijo,1863-08-19,15,0,no,23.671
female,NoFijo,1871-07-17,2.527,1,no,39.8
male,NoFijo,1863-04-05,15,0,no,38.968
male,Agricultura,1878-02-11,15,0,no,41.081
female,Agricultura,1853-02-14,4.282,1,no,37.298
male,Agricultura,1881-12-07,15,0,no,42.464
female,NoFijo,1865-10-29,15,0,no,38.853
male,Agricultura,1881-06-08,15,0,no,33.489
female,Agricultura,1858-04-06,13.27,1,no,32.356
male,SectorPublico,1853-01-05,15,0,no,34.021
male,NoFijo,1864-09-01,15,0,no,34.916
female,Agricultura,1862-08-24,2.434,1,no,26.001
female,NoFijo,1871-07-02,15,0,no,34.538
male,Agricultura,1866-11-10,1.884,0,no,43.959
female,Agricultura,1856-08-22,2.272,1,no,42.308
male,Agricultura,1879-06-01,15,0,no,37.098
female,NoFijo,1853-12-15,15,0,no,37.547
female,Agricultura,1866-03-04,15,0,no,24.277
female,Agricultura,1877-12-11,15,0,no,32.186
female,Agricultura,1870-10-02,0.063,1,yes,26.743
male,Agricultura,1872-07-24,15,0,no,29.284
female,NoFijo,1872-10-02,1.462,1,no,30.568
female,NoFijo,1884-01-19,15,0,no,31.072
female,Agricultura,1864-09-14,15,0,yes,28.454
female,Agricultura,1868-01-09,5.155,1,no,24.876
male,Agricultura,1857-10-24,15,0,no,36.821
female,Agricultura,1881-12-06,2.01,1,no,37.823
male,NoFijo,1883-07-12,15,0,no,30.404
female,NoFijo,1872-12-01,11.107,1,no,43.179
female,Agricultura,1851-03-14,15,0,no,24.999
male,NoFijo,1867-11-20,0.449,1,no,38.133
female,NoFijo,1866-11-20,0.03,1,no,31.039
female,Agricultura,1873-12-13,15,0,no,24.72
female,SectorPrivado,1855-09-01,2.888,1,no,25.257
male,Agricultura,1882-06-13,15,0,no,35.584
male,NoFijo,1866-04-23,1.374,1,no,44.802
male,NoFijo,1869-08-12,15,0,no,26.242
male,Agricultura,1865-06-25,15,0,no,29.747
female,Agricultura,1866-09-29,15,0,no,40.969
female,Agricultura,1881-01-08,15,0,yes,31.253
male,Agricultura,1856-12-13,15,0,no,47.6
female,Agricultura,1868-12-18,15,0,no,40.564
male,Agricultura,1870-08-06,15,0,no,26.869
female,Agricultura,1857-10-26,15,0,no,37.331
female,Agricultura,1873-12-08,15,0,no,29.708
female,Agricultura,1864-01-30,15,0,no,31.77
male,NoFijo,1879-04-20,15,0,no,26.374
female,NoFijo,1864-10-02,15,0,no,27.792
male,Agricultura,1879-02-05,15,0,no,35.428
female,Agricultura,1861-10-07,15,0,no,33.218
male,Agricultura,1873-07-27,15,0,no,30.623
female,NoFijo,1871-05-26,15,0,no,41.793
male,NoFijo,1864-08-30,15,0,no,38.278
female,Agricultura,1879-07-22,15,0,no,43.463
male,Agricultura,1859-03-25,15,0,no,37.073
male,Agricultura,1850-01-01,0.038,1,no,27.192
female,Agricultura,1881-02-23,15,0,no,37.651
male,Agricultura,1861-03-03,15,0,no,32.972
male,NoFijo,1884-10-31,15,0,no,36.025
male,Agricultura,1859-02-01,15,0,no,43.143
female,Agricultura,1850-08-19,15,0,no,20.665
female,Agricultura,1883-09-12,15,0,no,30.979
male,Agricultura,1859-08-19,0.014,1,yes,41.454
female,Agricultura,1880-02-14,15,0,no,31.001
male,Agricultura,1867-12-15,15,0,no,25.832
male,Agricultura,1851-08-09,15,0,no,23.77
female,NoFijo,1866-11-29,2.251,1,no,44.099
female,NoFijo,1881-05-15,11.896,1,no,18.264
male,Agricultura,1875-03-08,15,0,no,32.715
female,Agricultura,1871-08-20,15,0,no,26.322
male,Agricultura,1854-11-01,15,0,no,35.441
male,NoFijo,1884-01-04,15,0,no,33.749
female,Agricultura,1864-01-24,0.011,1,no,45.886
male,Agricultura,1865-07-31,15,0,yes,26.557
female,Agricultura,1876-11-30,15,0,no,27.25
female,NoFijo,1853-02-15,15,0,yes,28.945
male,Agricultura,1852-03-27,15,0,yes,32.841
male,NoFijo,1879-12-22,15,0,no,25.76
female,NoFijo,1860-02-21,0.81,1,no,36.799
female,NoFijo,1884-03-19,15,0,no,30.475
female,Agricultura,1865-04-16,15,0,no,40.501
male,Agricultura,1877-03-29,15,0,no,35.581
male,Agricultura,1853-09-20,0.099,1,no,25.563
male,NoFijo,1876-12-07,15,0,no,26.461
female,NoFijo,1855-12-05,2.845,1,no,34.418
female,NoFijo,1872-07-23,1.697,1,no,30.382
female,Agricultura,1861-05-28,15,0,yes,26.935
female,Agricultura,1869-07-13,15,0,yes,24.55
male,Agricultura,1877-06-11,15,0,no,38.494
female,Agricultura,1877-05-03,15,0,no,22.984
male,Agricultura,1857-09-06,15,0,no,31.748
female,Agricultura,1863-05-17,2.82,1,no,40.038
female,Agricultura,1879-10-24,15,0,no,28.049
male,Agricultura,1870-11-19,15,0,no,39.466
female,Agricultura,1874-09-20,15,0,no,26.574
male,NoFijo,1855-04-18,15,0,no,24.775
female,Agricultura,1872-03-29,15,0,no,29.284
female,Agricultura,1857-08-05,15,0,yes,27.647
male,Agricultura,1874-10-07,15,0,yes,29.525
male,Agricultura,1882-01-31,15,0,no,30.615
female,NoFijo,1863-06-28,15,0,no,30.689
male,Agricultura,1853-04-30,4.019,1,no,26.617
female,NoFijo,1866-07-25,2.798,1,no,28.671
female,Agricultura,1858-06-26,15,0,no,34.092
female,Agricultura,1875-09-14,15,0,no,42.092
male,Agricultura,1862-05-01,15,0,no,38.68
male,NoFijo,1863-03-22,15,0,no,22.251
female,Agricultura,1862-02-18,15,0,no,31.023
female,Agricultura,1854-11-26,15,0,no,44.873
male,NoFijo,1857-05-18,15,0,no,27.34
female,Agricultura,1863-02-07,15,0,no,33.437
male,Agricultura,1851-01-28,1.424,1,no,39.409
female,Agricultura,1875-10-06,10.637,1,no,36.055
male,Agricultura,1855-10-20,7.329,1,no,31.124
male,Agricultura,1878-09-16,15,0,no,37.262
male,NoFijo,1859-03-17,15,0,yes,37.035
female,Agricultura,1862-09-29,15,0,no,30.571
male,Agricultura,1874-09-06,1.429,1,no,22.56
male,NoFijo,1856-10-23,15,0,no,26.075
male,SectorPrivado,1877-07-15,15,0,no,31.105
male,Agricultura,1875-12-04,15,0,yes,31.272
male,Agricultura,1869-03-25,15,0,no,42.114
male,Agricultura,1855-01-04,4.487,1,no,34.62
female,SectorPublico,1870-03-12,6.297,0,no,39.964
female,Agricultura,1867-01-11,9.413,0,no,30.637
male,Agricultura,1868-01-11,15,0,no,32.244
female,Agricultura,1882-04-25,15,0,yes,22.62
female,Agricultura,1879-11-08,15,0,no,32.339
female,Agricultura,1861-02-22,15,0,no,40.613
female,NoFijo,1871-07-30,15,0,yes,24.761
male,Agricultura,1852-08-13,15,0,no,26.094
female,Agricultura,1861-12-05,15,0,no,29.413
male,Agricultura,1883-02-15,15,0,no,30.45
female,Agricultura,1856-10-20,3.214,1,yes,22.658
male,NoFijo,1884-12-02,15,0,no,37.054
male,Agricultura,1878-09-02,15,0,no,39.173
female,NoFijo,1860-08-20,15,0,yes,30.491
female,SectorPrivado,1871-12-14,0.019,1,no,42.5
male,Agricultura,1876-01-12,15,0,no,31.05
male,Agricultura,1869-11-06,0.548,1,no,29.873
male,NoFijo,1850-07-05,15,0,no,33.662
female,Agricultura,1870-08-12,15,0,no,25.18
female,Agricultura,1863-10-13,15,0,no,24.542
male,NoFijo,1871-05-07,0.003,1,yes,39.91
male,Agricultura,1877-05-21,14.932,1,no,19.261
female,NoFijo,1871-06-10,15,0,no,36.348
male,NoFijo,1869-12-02,1.818,1,yes,28.912
male,Agricultura,1867-02-07,1.407,1,no,27.127
male,Agricultura,1864-03-07,15,0,no,27.71
female,Agricultura,1882-01-26,15,0,no,35.326
female,Agricultura,1882-12-02,15,0,no,23.633
female,Agricultura,1855-10-14,15,0,yes,34.579
female,Agricultura,1855-10-19,15,0,no,33.388
female,NoFijo,1867-09-17,15,0,no,39.261
female,NoFijo,1855-01-28,15,0,no,31.006
female,Agricultura,1873-09-30,15,0,no,37.205
male,Agricultura,1861-03-01,15,0,no,38.491
female,NoFijo,1853-01-25,15,0,no,27.6
female,Agricultura,1859-08-16,15,0,no,44.033
male,Agricultura,1883-08-27,15,0,no,31.915
male,Agricultura,1873-11-25,15,0,no,38.571
male,Agricultura,1868-10-04,15,0,no,29.424
female,Agricultura,1883-09-08,15,0,no,39.335
male,NoFijo,1852-12-25,0.066,1,no,26.486
male,Agricultura,1860-10-12,15,0,no,33.637
male,NoFijo,1866-07-27,15,0,no,38.136
male,Agricultura,1876-01-21,15,0,no,33.185
female,NoFijo,1881-05-13,15,0,no,38.861
female,Agricultura,1883-09-16,15,0,no,18.812
male,Agricultura,1854-03-19,2.757,1,no,39.187
female,Agricultura,1855-02-26,15,0,no,21.465
female,Agricultura,1852-01-17,15,0,no,34.601
male,Agricultura,1881-04-14,15,0,no,35.573
male,NoFijo,1882-10-16,15,0,no,34.908
male,Agricultura,1858-12-30,9.744,1,no,29.235
male,Agricultura,1867-02-16,15,0,no,30.771
male,NoFijo,1864-05-29,15,0,no,37.55
male,Agricultura,1879-05-14,15,0,no,34.902
male,Agricultura,1872-01-19,15,0,no,35.578
male,NoFijo,1882-04-13,11.302,1,no,41.703
male,Agricultura,1859-11-01,15,0,no,29.374
male,Agricultura,1877-12-21,15,0,no,24.594
male,Agricultura,1871-10-29,15,0,no,27.691
female,NoFijo,1870-09-18,15,0,no,30.757
male,Agricultura,1884-05-16,15,0,no,30.067
male,Agricultura,1877-03-25,15,0,no,33.073
female,NoFijo,1864-10-15,15,0,no,40.643
male,Agricultura,1855-07-08,1.632,1,no,33.561
female,Agricultura,1874-12-20,15,0,no,26.439
female,NoFijo,1879-07-18,2.251,0,no,26.231
male,Agricultura,1862-11-04,1.788,1,no,35.718
male,Agricultura,1850-02-13,0.123,1,no,26.94
female,Agricultura,1854-01-09,15,0,no,29.645
male,NoFijo,1867-04-26,15,0,yes,40.361
male,NoFijo,1857-04-07,15,0,no,30.376
female,Agricultura,1854-12-15,15,0,yes,35.132
female,Agricultura,1863-01-01,15,0,no,48.068
male,Agricultura,1856-10-10,15,0,no,29.035
female,Agricultura,1872-04-18,15,0,no,36.679
male,Agricultura,1861-09-02,13.96,1,no,33.837
female,Agricultura,1862-02-12,15,0,no,33.369
female,Agricultura,1857-03-08,15,0,yes,23.417
male,Agricultura,1881-06-11,15,0,no,26.65
male,Agricultura,1881-11-16,15,0,no,38.535
male,NoFijo,1882-04-15,15,0,no,38.177
female,Agricultura,1864-07-28,15,0,no,21.057
female,Agricultura,1875-05-22,15,0,no,31.269
male,NoFijo,1864-11-14,15,0,no,34.743
male,Agricultura,1860-12-05,15,0,no,36.991
female,NoFijo,1884-09-28,15,0,no,22.571
female,Agricultura,1874-11-20,15,0,no,28.624
female,Agricultura,1881-07-16,5.435,0,yes,26.732
male,Agricultura,1870-05-22,0.474,1,no,41.426
female,Agricultura,1883-12-15,0.353,1,no,31.614
female,Agricultura,1884-07-03,15,0,no,28.772
male,Agricultura,1867-04-03,5.963,1,no,39.767
female,NoFijo,1851-12-30,15,0,no,29.687
male,NoFijo,1879-04-02,15,0,no,35.233
male,Agricultura,1859-07-12,15,0,no,35.003
male,NoFijo,1879-04-29,15,0,no,38.023
male,NoFijo,1858-08-20,15,0,no,35.28
male,Agricultura,1874-12-04,15,0,yes,37.911
male,Agricultura,1866-04-24,15,0,no,39.808
male,Agricultura,1884-06-26,15,0,no,36.602
male,NoFijo,1882-10-08,15,0,no,32.654
male,Agricultura,1879-11-10,7.973,0,no,42.667
female,Agricultura,1874-04-01,15,0,no,28.047
male,Agricultura,1874-02-06,15,0,no,23.773
female,Agricultura,1851-11-11,1.539,1,no,27.661
female,Agricultura,1881-08-20,15,0,no,35.242
female,NoFijo,1865-12-14,15,0,no,31.368
male,Agricultura,1864-11-18,15,0,no,42.371
female,Agricultura,1867-06-07,15,0,no,40.307
male,NoFijo,1856-09-27,1.172,1,no,36.83
male,Agricultura,1851-03-21,15,0,no,27.253
female,SectorPrivado,1857-04-17,15,0,no,31.923
male,Agricultura,1852-12-13,15,0,no,25.166
male,NoFijo,1863-07-20,3.518,1,no,37.782
female,Agricultura,1878-11-11,15,0,no,37.443
male,Agricultura,1884-07-25,15,0,no,37.826
male,Agricultura,1872-06-22,15,0,no,25.99
female,NoFijo,1864-11-18,0.093,1,no,26.732
male,Agricultura,1869-02-20,15,0,no,37.977
female,NoFijo,1851-11-29,15,0,no,28.271
female,NoFijo,1852-11-10,0.548,1,no,38.116
female,Agricultura,1875-10-07,12.786,1,no,31.907
female,Agricultura,1869-07-17,4.342,1,no,38.522
female,Agricultura,1875-03-16,0.016,1,no,33.908
male,NoFijo,1882-06-30,15,0,no,31.608
female,Agricultura,1879-12-01,10.086,1,no,38.727
male,NoFijo,1875-01-26,15,0,no,25.684
male,Agricultura,1872-01-04,15,0,no,34.494
male,Agricultura,1876-10-29,15,0,no,22.516
male,Agricultura,1875-02-14,15,0,no,35.817
male,Agricultura,1867-07-01,15,0,no,26.081
male,Agricultura,1858-12-31,0.205,1,no,36.156
male,Agricultura,1879-07-24,15,0,no,39.151
female,Agricultura,1880-04-02,15,0,no,29.703
male,Agricultura,1850-05-20,15,0,yes,27.337
female,Agricultura,1869-08-16,15,0,no,29.377
male,Agricultura,1875-05-18,15,0,no,31.86
female,NoFijo,1876-05-04,15,0,no,34.858
male,NoFijo,1870-11-28,0.014,1,no,28.723
male,NoFijo,1851-09-07,15,0,yes,34.407
male,NoFijo,1872-10-20,15,0,no,37.027
female,NoFijo,1863-11-24,3.841,1,no,34.582
female,Agricultura,1884-07-11,15,0,no,24.26
male,Agricultura,1866-05-31,15,0,no,32.583
female,NoFijo,1866-11-12,15,0,no,37.591
male,Agricultura,1873-04-25,15,0,no,39.669
male,Agricultura,1873-09-17,15,0,no,25.922
female,Agricultura,1878-07-16,15,0,no,31.611
female,Agricultura,1872-04-11,15,0,no,43.258
female,Agricultura,1882-03-15,0.947,1,no,23.217
male,Agricultura,1865-07-11,15,0,no,25.55
female,NoFijo,1866-04-08,15,0,no,24.791
female,Agricultura,1856-10-08,0.898,1,no,33.29
male,Agricultura,1884-11-14,15,0,no,31.573
female,Agricultura,1880-11-18,15,0,no,34.138
male,Agricultura,1862-01-20,15,0,yes,34.16
female,Agricultura,1884-10-16,15,0,no,29.068
female,Agricultura,1881-05-10,15,0,no,29.854
male,Agricultura,1877-07-17,15,0,no,40.906
male,NoFijo,1870-01-03,2.242,1,no,40.832
female,NoFijo,1867-04-30,15,0,no,29.64
male,NoFijo,1870-02-26,6.976,1,no,40.679
female,NoFijo,1862-12-04,15,0,no,31.359
female,Agricultura,1876-06-12,15,0,no,23.472
female,Agricultura,1875-04-09,15,0,no,27.671
female,Agricultura,1857-05-13,15,0,no,39.524
male,NoFijo,1855-09-01,15,0,no,32.153
female,Agricultura,1852-11-05,15,0,no,29.541
female,Agricultura,1879-02-07,15,0,no,31.989
female,Agricultura,1878-05-22,15,0,no,37.399
male,NoFijo,1871-09-25,1.993,1,no,35.633
male,Agricultura,1852-09-05,15,0,no,25.815
female,Agricultura,1884-01-11,0.022,1,no,27.42
male,Agricultura,1872-12-06,15,0,no,31.71
female,NoFijo,1853-01-17,15,0,yes,32.78
male,NoFijo,1864-11-15,15,0,no,41.566
female,NoFijo,1855-10-28,2.984,1,no,34.916
male,Agricultura,1867-10-07,15,0,yes,26.021
male,Agricultura,1864-05-10,15,0,no,33.188
male,Agricultura,1875-11-28,15,0,no,36.131
male,Agricultura,1873-04-15,15,0,no,29.503
female,NoFijo,1859-04-19,15,0,yes,32.52
female,NoFijo,1876-04-15,15,0,no,41.812
male,NoFijo,1874-09-10,15,0,no,30.691
male,NoFijo,1872-03-27,15,0,no,34.924
male,Agricultura,1859-05-24,15,0,no,29.125
male,Agricultura,1875-07-15,15,0,no,22.817
female,NoFijo,1878-09-25,6.957,0,no,30.762
male,Agricultura,1875-01-29,15,0,no,33.807
male,Agricultura,1876-03-22,15,0,no,34.494
male,Agricultura,1879-04-22,15,0,no,32.561
male,Agricultura,1869-08-07,5.295,1,yes,25.235
male,Agricultura,1863-04-01,15,0,no,41.092
